,category,headline,authors,link,short_description,date
98,STYLE,12 Beach Cover-Ups For Under $50 That Will Help You Kick Start Summer,Michelle Persad,https://www.huffingtonpost.com/entry/beach-cover-ups-under-50_us_577686dae4b04164640fa2fb,Cover up in style.,2016-07-05
99,POLITICS,Progressives Skewer Silicon Valley Billionaires’ Newest Political Pet Project,Daniel Marans,https://www.huffingtonpost.com/entry/win-the-future-progressive-criticism_us_595bbd73e4b05c37bb805f54,“Win The Future” is drawing criticism as a tone-deaf attempt to reshape the Democratic Party.,2017-07-04
100,STYLE,2016 Oscar Gift Lounges and Gift Bags,"Zorianna Kit, ContributorEntertainment journalist, travel writer and film critic",https://www.huffingtonpost.com/entry/2016-oscar-gift-lounges-a_b_9337080.html,,2016-02-28
101,STYLE,J.Crew Responds To Critics Calling The Brand Out For Irresponsibly Styling Natural Hair,"Kerry Justich, Yahoo Beauty",https://www.huffingtonpost.com/entry/jcrew-responds-to-critics-calling-the-brand-out-for-irresponsibly-styling-natural-hair_us_5a0a0df2e4b00a6eece3a4da,"Read more from Yahoo Lifestyle: People shouldn’t ‘vilify’ nonblack people who are curious about natural hair, according to",2017-11-13
102,POLITICS,Is It Treason Yet?,"Craig Crawford, ContributorNews commentator, blogger, author",https://www.huffingtonpost.com/entry/is-it-treason-yet_us_5965044ce4b0911162fc2f1e,I found it odd when our former and current intelligence chiefs were pressed at congressional hearings to answer whether they,2017-07-11
103,POLITICS,"Donald Trump Sticks To Claim Of Widespread Voter Fraud, Despite Having No Proof",Sam Levine,https://www.huffingtonpost.com/entry/trump-voter-fraud_us_58d3c351e4b0f838c62fe381,The president says he's just going with his gut.,2017-03-23
104,POLITICS,"U.S. Expands Visa Waiver Restrictions For Recent Travelers To Libya, Somalia, Yemen",Jessica Schulberg and Elise Foley,https://www.huffingtonpost.com/entry/visa-waiver-libya-somalia-yemen_us_56c5fc45e4b0c3c550540558,But dual nationals of these three countries maintain their travel eligibility.,2016-02-18
105,STYLE,Prabal Gurung Epically Shut Down A Critique Of His Plus-Size Line,Jamie Feldman,https://www.huffingtonpost.com/entry/prabal-gurung-lane-bryant_us_594a7a50e4b00cdb99cbba4d,Hero.,2017-06-21
106,STYLE,Secrets Of A Professional Present Purchaser,"Refinery29, ContributorThe #1 new-media brand for smart, creative and stylish women e...",https://www.huffingtonpost.com/entry/secrets-of-a-professional-present-purchaser_us_5a3bd5e3e4b0df0de8b06309,"For ultimate impact, make sure to give before the holiday.",2017-12-21
107,POLITICS,"A Supreme Court Justice Predicted Trump’s Policing Plan 50 Years Ago, Warned Of ‘Totalitarianism’",Nico Pitney,https://www.huffingtonpost.com/entry/donald-trump-stop-and-frisk_us_57e58d02e4b0e80b1ba21291,It’s like we haven’t learned a thing.,2016-09-26
108,POLITICS,"News Roundup for August 23, 2017","Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",https://www.huffingtonpost.com/entry/news-roundup-for-august-23-2017_us_599db497e4b0b87d38cbe6c6,The news is upon us once again. 1. The men involved in the terrorist attacks in Spain had planned further attacks on cherished,2017-08-23
109,POLITICS,Is This The End Of The Trump Reality Show?,"Prof. Joe Peyronnin, ContributorHofstra Journalism Professor",https://www.huffingtonpost.com/entry/the-trump-reality-show_b_12279190.html,"Republican presidential nominee Donald Trump has been a disgrace to his party and an embarrassment to the nation.  He has consistently demonstrated that he does not have the temperament, judgment, background or humility to lead our country.",2016-10-01
110,POLITICS,People Keep Voting In Support Of The Death Penalty. So How Can We End It?,"The Conversation US, ContributorViews from experts in academia, providing fact-based analysis ...",https://www.huffingtonpost.com/entry/people-keep-voting-in-support-of-the-death-penalty_us_5954035ce4b0c85b96c65ecd,"By Austin Sarat, Amherst College Ending the death penalty in the United States won’t be easy. After death penalty abolitionists",2017-06-28
111,POLITICS,If Bernie Sanders Runs for President He Should Run as a Republican,"Rabbi Michael M. Cohen, ContributorAuthor, 'Einstein's Rabbi: A Tale of Science and the Soul'",https://www.huffingtonpost.com/entry/if-bernie-sanders-runs-fo_b_6826454.html,"To avoid being a spoiler Bernie Sanders needs to run in a major party. While logic dictates he run as a Democrat, a choice to run in the Republican primaries, while appearing counter intuitive at first, has a number of benefits.",2015-03-09
112,STYLE,Kendall Jenner Is Unrecognizable In Marc Jacobs' New Ad Campaign,Jamie Feldman,https://www.huffingtonpost.com/entry/kendall-jenner-marc-jacobs-goth_us_576bcff3e4b0c0252e787419,"The ""goth goddess"" joins Missy Elliott, Marilyn Manson and more in the edgy photos.",2016-06-23
113,STYLE,The Best & Worst In Emmy Hair And Makeup,Dana Oliver,https://www.huffingtonpost.com/entry/emmy-2014-hair-makeup-photos_n_5682596.html,,2014-08-26
114,POLITICS,Trump Is Trying To Change How We Account For The Costs Of Carbon. But He's Hurting His Own Agenda In Doing So.,"Andrew Revkin, ProPublica",https://www.huffingtonpost.com/entry/trump-fossil-fuels-carbon-cost_us_599f14d2e4b0821444c1bb55,"""Rather than speeding the process of infrastructure and energy development, the Trump administration has risked slowing it down.”",2017-08-24
115,POLITICS,Patriot Act,"SidneyAnne Stone, ContributorFreelance Writer, Breast Cancer Survivor and Activist",https://www.huffingtonpost.com/entry/patriot-act_1_b_7024430.html,"As long as the war on terror exists, there will be a need for the Patriot Act.  In all likelihood, this is simply the world we live in now.  There are, however, aspects of the Patriot Act that are undeniably in need of revision.",2015-04-08
116,STYLE,"Justin Bieber, Kendall Jenner And More Strip Down For New Calvin Klein Ads",Jamie Feldman,https://www.huffingtonpost.com/entry/calvin-klein-new-ad-justin-bieber_us_56a8bcbde4b0f71799287300,It could make a Belieber out of just about anybody.,2016-01-27
117,POLITICS,"Obama Honors Passover, Easter In White House Statements",Ashley Alman,https://www.huffingtonpost.com/entry/obama-passover-easter_n_7001600.html,,2015-04-03
118,POLITICS,Friday's Morning Email: Trump's Ultimatum: Pass Health Bill Or Obamacare Stays,Lauren Weber,https://www.huffingtonpost.com/entry/fridays-morning-email-trumps-ultimatum-pass-health-bill-or-obamacare-stays_us_58d4f4d3e4b03692bea464a2,The House is expected to vote today.,2017-03-24
119,POLITICS,Donald Trump Denounces Al Franken But Remains Silent On Roy Moore,Marina Fang,https://www.huffingtonpost.com/entry/donald-trump-al-franken-roy-moore_us_5a0dbddae4b0b37054f52401,Republicans' hypocrisy continues.,2017-11-17
120,STYLE,Eva Longoria Paid HOW Much For That Skirt?,Michelle Persad,https://www.huffingtonpost.com/entry/cheap-celeb-finds_n_5515447.html,,2014-06-22
121,POLITICS,Facebook's New Head Of News Has Deep Republican Ties,Rebecca Klein,https://www.huffingtonpost.com/entry/campbell-brown-facebook_us_586fd293e4b099cdb0fcea5d,"Former television journalist Campbell Brown is ""a propagandist"" against public schools, an education activist said.",2017-01-06
122,POLITICS,How D.C.'s Mayor Plans To End The HIV Epidemic In The Capitol's Backyard,Lauren Weber,https://www.huffingtonpost.com/entry/dc-hiv-aids_us_58408c16e4b09e21702da5fd,The District is looking to reshape its public health landscape by 2020.,2016-12-02
123,POLITICS,Steve Bannon Suggests Donald Trump Met With Russians After Don Jr. Did,Hayley Miller,https://www.huffingtonpost.com/entry/steve-bannon-trump-tower_us_5a4cde0be4b0b0e5a7a9fe93,"The former White House strategist called the infamous Trump Tower meeting ""treasonous,"" according to a new book.",2018-01-03
124,POLITICS,Vet Raises Money To Help Donald Trump Earn His Own Purple Heart,Jennifer Bendery,https://www.huffingtonpost.com/entry/donald-trump-purple-heart_us_57a4cc5ae4b03ba6801239b8,"“Chip in to fly him to the conflict zone of his choosing,” says Cameron Kerr, who got his medal after losing a leg.",2016-08-05
125,POLITICS,Bernie Sanders Is Narrowing The Gap With Hillary Clinton In The Granite State,Marina Fang,https://www.huffingtonpost.com/entry/bernie-sanders-new-hampshire_us_55c15303e4b0f7f0bebae9cb,He still trails Clinton nationally but is in a statistical tie in New Hampshire.,2015-08-05
126,STYLE,Meet The Stylist Who 'Spoofed' 11 Iconic Fashion Ads,Carly Ledbetter,https://www.huffingtonpost.com/entry/spoof-nathalie-croquet_n_7024694.html,,2015-04-08
127,STYLE,Celebrities Are Loving Forever21 On Our Cheap Celeb Finds List,Michelle Persad,https://www.huffingtonpost.com/entry/cheap-celeb-finds_us_5707bcbbe4b0c4e26a226f64,Those prices though.,2016-04-09
128,POLITICS,Trump's Strike Won't Serve Syrians Or The U.S.,Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/trumps-strike-wont-serve-syrians-or-the-us_us_5ad15ffce4b077c89ce8c342,A military response to Assad's latest use of chemical weapons is unlikely to prevent more killing or diminish the influence of Russia and Iran.,2018-04-14
129,POLITICS,"Jeb Bush's Welfare Plan Eliminates Food Stamps, Housing Assistance Programs","Steve Holland, Reuters",https://www.huffingtonpost.com/entry/jeb-bush-welfare-cuts_us_568f9881e4b0a2b6fb6f9b57,The move seems geared toward positioning him as the more serious and conservative Republican candidate in the field.,2016-01-08
130,POLITICS,"Nebraska’s Nonpartisan, Unicameral Legislature Is A Model Of Deliberative Democracy","David Moshman, ContributorIntellectual freedom activist",https://www.huffingtonpost.com/entry/nebraskas-unicameral-legislature-deliberative-democracy_us_59dd2e8ee4b04fc4e1e981e5,"If you’re looking to Nebraska for a model to emulate, don’t look at the football team. Look at the state legislature.",2017-10-10
131,POLITICS,Elizabeth Warren Berates Trump For 'Humiliating Women At 3 AM',Mollie Reilly,https://www.huffingtonpost.com/entry/elizabeth-warren-trump-alicia-machado_us_57eee1f2e4b024a52d2f1db2,"""The only things that keep your mind racing at night are your next racist, sexist tweets & disgusting lies.""",2016-09-30
132,STYLE,12 Style And Fashion Trends On Our Radar In 2018,Brittany Nims,https://www.huffingtonpost.com/entry/2018-style-fashion-trends_us_5a4538a0e4b0b0e5a7a56372,Pull out your old Tommy Jeans t-shirt.,2017-12-28
133,STYLE,Chanel Holds A Protest At Paris Fashion Week Because Of Course,Jamie Feldman,https://www.huffingtonpost.com/entry/chanel-paris-fashion-week-protest_n_5906016.html,,2014-09-30
134,STYLE,Claire’s Pulls Makeup After Mom Finds Asbestos In 6-Year-Old’s Kit,Elyse Wanshel,https://www.huffingtonpost.com/entry/claires-recalls-makeup-after-it-tested-positive-for-asbestos_us_5a44039fe4b025f99e197754,“You just assume that a children's product would be safe.”,2017-12-28
135,STYLE,Female Entrepreneur : Karen Quinones,"Eddie Parsons, ContributorFashion Marketing",https://www.huffingtonpost.com/entry/female-entrepreneur-karen_b_7775824.html,"I don't feel I have had any advantages being a Latin female in this business in fact the opposite, it's challenging to get respect in this business. I've been in business for nearly 25 years now and I still face obstacles.",2015-07-11
136,POLITICS,Senate Aims To Vote On Defunding Planned Parenthood,,https://www.huffingtonpost.com/entry/senate-planned-parenthood_us_55b7bd0be4b0224d883412f4,WASHINGTON (Reuters) - Senate Republicans are planning a vote in coming days on legislation to cut $500 million in annual,2015-07-28
137,POLITICS,"Mitt Romney Weighs In On Trump: He's 'A Phony, A Fraud'",,https://www.huffingtonpost.comhttps://www.washingtonpost.com/news/post-politics/wp/2016/03/03/mitt-romney-trump-is-a-phony-a-fraud-who-is-playing-the-american-public-for-suckers/?hpid=hp_hp-top-table-main_romney-825am:homepage/story,"SALT LAKE CITY — Mitt Romney, the 2012 Republican presidential nominee, plans to deliver a sharp broadside against Donald",2016-03-03
138,POLITICS,"Donald Trump's Supreme Court Pick 'Avoided Answers Like The Plague,' Chuck Schumer Says",Michael McAuliff,https://www.huffingtonpost.com/entry/trump-schumer-neil-gorsuch_us_589a2f4ce4b09bd304be5d37,"The Democratic leader's pique foreshadows a ""nuclear"" showdown over the Supreme Court",2017-02-07
139,POLITICS,Trump Returns To White House Without Melania As CBS Airs Stormy Daniels Interview,Ed Mazza,https://www.huffingtonpost.com/entry/donald-trump-white-house-return_us_5ab85cc6e4b0decad04b5a6a,The first lady is spending spring break in Florida.,2018-03-26
140,POLITICS,Baltimore Homicide Toll Exceeds 300,,https://www.huffingtonpost.com/entry/baltimore-homicide-toll-exceeds-300_us_5648f2a5e4b045bf3def925b,"That's the most homicides in a year since 1999, and it's only November.",2015-11-15
141,POLITICS,Jeb Bush Just Gave A Middle Finger To The Entire Native American Community,Nick Wing,https://www.huffingtonpost.com/entry/jeb-bush-native-americans_us_560c38dae4b0af3706df2830,Bush says the name of Dan Snyder's team isn't offensive to him. But this isn't just about football.,2015-09-30
142,POLITICS,A Medicaid Work Requirement Would Be Bad Policy Without The Opioid Crisis. It's Disastrous With It.,Livia Gershon,https://www.huffingtonpost.com/entry/medicaid-changes-opioid_us_5a57e4e5e4b0720dc4c592ee,The first state waiver is likely to be from Kentucky -- a state that has benefited enormously from Medicaid coverage for people facing opioid addiction,2018-01-12
143,STYLE,The NYFW Trend That's Literally EVERYWHERE,Michelle Persad,https://www.huffingtonpost.com/entry/fringe-nyfw-trend-fall-2015_n_6692196.html,,2015-02-16
144,STYLE,Tina Fey's Golden Globe Dress Looks Like A Bejeweled Apron,Jamie Feldman,https://www.huffingtonpost.com/entry/tina-fey-golden-globes-dress-2015_n_6424852.html,,2015-01-11
145,STYLE,"Shag Haircuts Are For Everyone, but Here Are 7 Celebs Rocking The Look","PureWow, ContributorWhat your girl crush reads online",https://www.huffingtonpost.com/entry/shag-haircuts-are-for-everyone-but-here-are-7-celebs_us_59d5142be4b08c2a000ddd9d,Chop chop.,2017-10-04
146,POLITICS,Michael Bloomberg Nixes 2016 Run Because A Trump Presidency Is Too Dangerous,Marina Fang,https://www.huffingtonpost.com/entry/michael-bloomberg-president-2016_us_56ba98f5e4b08ffac12337b9,"""Abraham Lincoln, the father of the Republican Party, appealed to our 'better angels.' Trump appeals to our worst impulses.""",2016-03-07
147,POLITICS,CEOs Must Take A Stand On Donald Trump Or Pay The Price,Emily Peck and Alexander C. Kaufman,https://www.huffingtonpost.com/entry/ceos-stance-donald-trump_us_58936538e4b06f344e405bee,The immigration ban proved that U.S. companies can no longer take a wishy-washy stance on politics.,2017-02-02
148,STYLE,Is This The Least Wearable Trend For Spring?,Michelle Persad,https://www.huffingtonpost.com/entry/spring-trend-2015-_n_5786676.html,,2014-09-10
