category,text,sentence_length
POLITICS,huffpost rise need know march welcome huffpost rise morning newsbrief short wrapup news help start day,16
POLITICS,democrat must went election cycle knowing political party faced real challenge republican created fostered,14
POLITICS,clinton win trump certainly asset well primarily ability cultivate dissatisfaction america current direction term getting actual vote november strength compare clinton win,22
POLITICS,archie parnell win democratic primary race flip south carolina district special election another test backlash donald trump,17
STYLE,taylor swift hit vmas squad sequined crop top red carpet runway,11
POLITICS,moderate senator cite progress talk end government shutdown “we moving right direction” gop senator johnny isakson said,17
POLITICS,arkansas highest court keep execution hold think people saw happened oklahoma people arkansas want happen,15
POLITICS,gabby giffords asks safe send kid school former congresswoman wounded tweet wake florida shooting american voter must take action,19
POLITICS,whistleblower leaked michael cohens financials potential coverup report whistleblower said two file cohens business dealing missing government database,18
POLITICS,trump tax proposal would ridiculously good rich people congrats heir heiress,11
POLITICS,gop congressman regret blaming democrat rhetoric virginia shooting rep chris collins added safety would improve people carried gun,18
STYLE,michelle obamas last outfit first lady classic course well never let go michelle well never let go,17
POLITICS,family man killed offduty cop july press answer tyler gebhards family still hasnt received death certificate autopsy report,18
POLITICS,congressman doesnt think pay maternity care he done kid happy mother day,12
POLITICS,tennessee discriminatory transgender bathroom bill isnt dead one day subcommittee halted controversial bill seek require student use bathroom match,19
POLITICS,trump cross path nemesis campaign final day gop nominee seething president obama since public humiliation,15
POLITICS,trump verge exploding health insurance market government owes money insurance company trump reportedly doesnt want pay,16
POLITICS,obama literally drop mic two word say obama,8
POLITICS,obamacares critic wont admit simply dont understand real people serious medical issue finally getting help need,16
POLITICS,wednesday morning email whats next uber following ceo resignation including tipping app,12
STYLE,spring trend scoop saving money never looked good,8
POLITICS,trump obsessed size tax cut cant admit biggest “since passed tax cut roughly million worker already gotten tax cut bonus ― many thousand dollar per worker” trump said,28
POLITICS,falsehood sex trafficking lead violence dc pizza shop little good data true number,13
POLITICS,congressman rap juicy house floor honor notorious big know went negative positive emerged one world’s important hip hop star,19
POLITICS,ted cruz make play rand paul voter new hampshire ron paul warned republican vote texas senator,16
POLITICS,donald trump rip rule book retail politics indeed unusual trump,10
POLITICS,donald trump breathing life america dying white supremacist movement making friend easy task modern white nationalist,16
STYLE,difference photographing fashion politics isn’t stark you’d think landon nordeman shot,11
POLITICS,antimuslim discrimination rising american say majority public say u muslim face lot discrimination,13
POLITICS,gregg phillips discredited voter fraud expert cited trump produced evidence phillips accused government ethic breach,15
POLITICS,parkland survivor ive never unimpressed person trump call president reached samantha fuentes hospital recovering shooting wound,16
POLITICS,bernie bushobama america movement candidate barack obama poked good humor extreme conservative perception presidency white house correspondent dinner last month,20
POLITICS,court could force cop get serious using body camera juror told question police testimony involving incident recorded werent according new report,21
POLITICS,race relation forgetting ferguson remembering contemplating future since shooting killing michael brown ferguson police officer tragic incident african american police facetoface encounter subsequent protest national dialogue race relation begun,29
POLITICS,former gov gary johnson announces entry presidential race he presenting alternative candidate,12
POLITICS,trump logic regarding confederate monument dangerous dunderheaded president advocating rosy memorial former enemy state,14
POLITICS,gop senator reportedly undecided donald trump pick labor secretary hell lot convincing confirmation hearing week,15
POLITICS,despite promise florida police acting like immigration agent separating family thomas kennedy driving without license daily nerve wracking experience lot undocumented immigrant,22
POLITICS,harry reid crude oil export holding budget negotiation yearold embargo major outstanding issue,13
POLITICS,aboard trump bus bankruptcy president doesn’t seem care proposed tax cut would drive u direction toward financial ruin,18
POLITICS,donald trump meet chief justice robert talk inauguration presumably discus oath office,12
POLITICS,michigan governor say flint resident get discount toxic water critic say nearly enough,13
